Franziskus Kiefer                                 	         3	0.00%
Qingsi Wang                                       	         3	0.00%
Matthew Stock                                     	         3	0.00%
Renan Krishna                                     	         3	0.00%
Tim Carey                                         	         3	0.00%
Pierre Francois                                   	         3	0.00%
Walter Cerroni                                    	         3	0.00%
Thomast Peterson                                  	         3	0.00%
Professor David L. Mills                          	         3	0.00%
Shenghao Yang                                     	         3	0.00%
Bruno Brito                                       	         3	0.00%
Andreas Falk                                      	         3	0.00%
Colin Doyle                                       	         3	0.00%
Scott Rose                                        	         3	0.00%
Tobias Mayer                                      	         3	0.00%
Luc-Fabrice Ndifor                                	         3	0.00%
David Turner                                      	         3	0.00%
Axel Dahlberg                                     	         3	0.00%
Kevinsisco                                        	         3	0.00%
Philipp S. Tiesel                                 	         3	0.00%
Jeremy O'Donoghue                                 	         3	0.00%
Martin Casanova                                   	         3	0.00%
Yuying Chen                                       	         3	0.00%
Richard Wilhelm                                   	         3	0.00%
Gavin Brown                                       	         3	0.00%
Mariano Scazzariello                              	         3	0.00%
Manav Bhatia                                      	         3	0.00%
Liu Aihua                                         	         3	0.00%
Daniel Van Geest                                  	         3	0.00%
Matt Domsch                                       	         3	0.00%
Maksym Sobolyev                                   	         3	0.00%
Pierce Gorman                                     	         3	0.00%
Piotr Gregor                                      	         3	0.00%
Koen Zandberg                                     	         3	0.00%
Deepak Kumaraswamy                                	         3	0.00%
Nicolae Paladi                                    	         3	0.00%
Raja Ashok V K                                    	         3	0.00%
Amy K. Vezza                                      	         3	0.00%
Anthony Minessale                                 	         3	0.00%
Sonia Compans                                     	         3	0.00%
Abdel rahman Nji panso mounchili                  	         2	0.00%
Muhammad waseem Akhtar                            	         2	0.00%
Mohammad Faisal                                   	         2	0.00%
Darshak Thakore                                   	         2	0.00%
சிவசுப்பிரமணியன் முத்துசாமி                       	         2	0.00%
K Mohan Raidu                                     	         2	0.00%
Mihail Yanev                                      	         2	0.00%
Seyed Mahdi Darroudi                              	         2	0.00%
Jianqiang Hou                                     	         2	0.00%
Yasuyuki Tanaka                                   	         2	0.00%
Chuck Mortimore                                   	         2	0.00%
Rob Stradling                                     	         2	0.00%
Bob Sleigh                                        	         2	0.00%
Gianpaolo A Scalone                               	         2	0.00%
Kevin J. Ma                                       	         2	0.00%
Hans Seidel                                       	         2	0.00%
Gang Li                                           	         2	0.00%
Wendy Roome                                       	         2	0.00%
Bing Liu                                          	         2	0.00%
Thomas Werner                                     	         2	0.00%
Feng Yang                                         	         2	0.00%
Shuai Zhang                                       	         2	0.00%
Frode Sorensen                                    	         2	0.00%
Lizhong Jin                                       	         2	0.00%
Heiner Hummel                                     	         2	0.00%
Takahiro Nemoto                                   	         2	0.00%
Scott Shenker                                     	         2	0.00%
Sávyo Morais                                      	         2	0.00%
Victor Demjanenko                                 	         2	0.00%
Roger Marshall                                    	         2	0.00%
Teco Boot                                         	         2	0.00%
Margaret Cullen                                   	         2	0.00%
Rob Evans                                         	         2	0.00%
Kesavan Thiruvenkatasamy                          	         2	0.00%
Senthil Sathappan                                 	         2	0.00%
Brian Walsh                                       	         2	0.00%
Eric C. Rosen                                     	         2	0.00%
Ayan Banerjee                                     	         2	0.00%
Samer Salam                                       	         2	0.00%
David Carrel                                      	         2	0.00%
Clayton Hassen                                    	         2	0.00%
Dongling Duan                                     	         2	0.00%
Yuanchao Su                                       	         2	0.00%
Zhuangzhuang Qin                                  	         2	0.00%
Andrew Dolganow                                   	         2	0.00%
Simon Edwards                                     	         2	0.00%
sudhin jacob                                      	         2	0.00%
Ryan Gunter                                       	         2	0.00%
Bin-Yeong Yoon                                    	         2	0.00%
Zheng Yanlei                                      	         2	0.00%
Victor Lopez                                      	         2	0.00%
Esther Le Rouzic                                  	         2	0.00%
Yuji Tochio                                       	         2	0.00%
Kenny Paterson                                    	         2	0.00%
Henry B. Hotz                                     	         2	0.00%
Denis Kolegov                                     	         2	0.00%
Marek Jankowski                                   	         2	0.00%
Nick Mathewson                                    	         2	0.00%
Mat Ford                                          	         2	0.00%
Kai Mindermann                                    	         2	0.00%
Ina Berenice Fink                                 	         2	0.00%
Alan Soloway                                      	         2	0.00%
Jürgen Schmitt                                    	         2	0.00%
Kingshuk Mandal                                   	         2	0.00%
Norman Finn                                       	         2	0.00%
Yannis Nikolopoulos                               	         2	0.00%
Chris Newman                                      	         2	0.00%
Philip M. Williams                                	         2	0.00%
Myles Borins                                      	         2	0.00%
Timothy Panton                                    	         2	0.00%
Hannu Aronsson                                    	         2	0.00%
Niall O'Reilly                                    	         2	0.00%
Eberhard Lisse                                    	         2	0.00%
Ali Hussain                                       	         2	0.00%
Daniel Kaiser                                     	         2	0.00%
Manuel                                            	         2	0.00%
Will Ivancic                                      	         2	0.00%
Nobody Nohow                                      	         2	0.00%
Henry Stark                                       	         2	0.00%
Philip Ginzboorg                                  	         2	0.00%
Aleksi Peltonen                                   	         2	0.00%
Menachem Dodge                                    	         2	0.00%
Chi-Jiun Su                                       	         2	0.00%
Jörg Deutschmann                                  	         2	0.00%
Enrico Francesconi                                	         2	0.00%
Tadahiko Ito                                      	         2	0.00%
M. Daly                                           	         2	0.00%
Camilo Cardona                                    	         2	0.00%
Benson Muite                                      	         2	0.00%
Nigel Megitt                                      	         2	0.00%
Piers O'Hanlon                                    	         2	0.00%
Graham Leggett                                    	         2	0.00%
Alex Rousskov                                     	         2	0.00%
Naeem Khademi                                     	         2	0.00%
Marcelo Bagnulo                                   	         2	0.00%
Huichen Dai                                       	         2	0.00%
K. Ramakrishnan                                   	         2	0.00%
Alex Afanasyev                                    	         2	0.00%
Kazuhisa Matsuzono                                	         2	0.00%
Lotfi Benmohamed                                  	         2	0.00%
Martine Sophie Lenders                            	         2	0.00%
Nandan Saha                                       	         2	0.00%
Dmitry Afanasiev                                  	         2	0.00%
Andrei Robachevsky                                	         2	0.00%
Sujian Lu                                         	         2	0.00%
Liang Ou                                          	         2	0.00%
Yujia Luo                                         	         2	0.00%
Tao He                                            	         2	0.00%
Muhammad Durrani                                  	         2	0.00%
William McCall                                    	         2	0.00%
Stan O. Barber                                    	         2	0.00%
Ben Ramsey                                        	         2	0.00%
Jonne Soininen                                    	         2	0.00%
Philipp Hancke                                    	         2	0.00%
Jeff Hodges                                       	         2	0.00%
Ralph Droms                                       	         2	0.00%
ADARSH                                            	         2	0.00%
Andy Smith                                        	         2	0.00%
Jack Visoky                                       	         2	0.00%
Riccardo Sisto                                    	         2	0.00%
Justin Iurman                                     	         2	0.00%
Tobias Brunner                                    	         2	0.00%
Florian Obser                                     	         2	0.00%
Antonio Cianfrani                                 	         2	0.00%
Feng Zhao                                         	         2	0.00%
Kenneth Vaughn                                    	         2	0.00%
Seph Gentle                                       	         2	0.00%
Ulysse Carion                                     	         2	0.00%
Jeffrey E. Altman                                 	         2	0.00%
Shahid Raza                                       	         2	0.00%
Paul Wells                                        	         2	0.00%
Ning So                                           	         2	0.00%
Piotr Strzyżewski                                 	         2	0.00%
Dallas McCall                                     	         2	0.00%
Chris Lilley                                      	         2	0.00%
Eric Prud'hommeaux                                	         2	0.00%
Divyank Katira                                    	         2	0.00%
Sean Byrne                                        	         2	0.00%
Andrew S                                          	         2	0.00%
Steve Donovan                                     	         2	0.00%
Samson Ninan                                      	         2	0.00%
Kapil Arora                                       	         2	0.00%
Fan Yang                                          	         2	0.00%
Matthieu Baerts                                   	         2	0.00%
Maurice Angermann                                 	         2	0.00%
Anton Snitser                                     	         2	0.00%
LiuYongbo                                         	         2	0.00%
Bill Baker                                        	         2	0.00%
Thomas Haynes                                     	         2	0.00%
Olga Kornievskaia                                 	         2	0.00%
Craig Everhart                                    	         2	0.00%
Mehdi Bezahaf                                     	         2	0.00%
Heiko Gerstung                                    	         2	0.00%
Sanjeev Gupta                                     	         2	0.00%
Neta Rozen Schiff                                 	         2	0.00%
Emmanuel Lochin                                   	         2	0.00%
Raymond W. Yeung                                  	         2	0.00%
Hans Zandbelt                                     	         2	0.00%
Thomas Broyer                                     	         2	0.00%
Breno de Medeiros                                 	         2	0.00%
Ángel González                                    	         2	0.00%
brian m. carlson                                  	         2	0.00%
erez segev                                        	         2	0.00%
Massimo Candela                                   	         2	0.00%
Samuel Sidor                                      	         2	0.00%
Chao Zhou                                         	         2	0.00%
Harish Sitaraman                                  	         2	0.00%
Ramakrishnan Cokkanathapuram Sundaram             	         2	0.00%
Subodh Iyengar                                    	         2	0.00%
David Ros                                         	         2	0.00%
Marcello Caleffi                                  	         2	0.00%
Jan Rüth                                          	         2	0.00%
Cyrill Krähenbühl                                 	         2	0.00%
Apostolis K. Salkintzis                           	         2	0.00%
გიორგი გულბანი                                    	         2	0.00%
Andy Grover                                       	         2	0.00%
Daiki Ueno                                        	         2	0.00%
Alexis La Goutte                                  	         2	0.00%
Luca Niccolini                                    	         2	0.00%
William Bellingrath                               	         2	0.00%
Bin Cao                                           	         2	0.00%
Lijo Thomas                                       	         2	0.00%
Nils Mäurer                                       	         2	0.00%
Andrew Newton                                     	         2	0.00%
BenChong Xu                                       	         2	0.00%
Tommaso Caiazzi                                   	         2	0.00%
Sonal Agarwal                                     	         2	0.00%
Morteza Ansari                                    	         2	0.00%
Jiang Wenying                                     	         2	0.00%
Ilya Varlashkin                                   	         2	0.00%
Adrian L. Shaw                                    	         2	0.00%
Zaheduzzaman Sarker                               	         2	0.00%
Anna Brunstrom                                    	         2	0.00%
Matt Hartley                                      	         2	0.00%
Fabio Peruzzini                                   	         2	0.00%
Xueyan Song                                       	         2	0.00%
Dave Wheeler                                      	         2	0.00%
Darin Pettis                                      	         2	0.00%
Stefano Faccin                                    	         2	0.00%
David M. Täht                                     	         2	0.00%
Karl-Johan Grinnemo                               	         2	0.00%
Claudio Porfiri                                   	         2	0.00%
Lars G. Svensson                                  	         2	0.00%
Ralph Holz                                        	         2	0.00%
Alan Frindell                                     	         2	0.00%
Yutaka Hirano                                     	         2	0.00%
Daniel Ehrenberg                                  	         2	0.00%
Jean Quilbeuf                                     	         2	0.00%
Ibrahim Khalil                                    	         1	0.00%
Roufique tours                                    	         1	0.00%
Sam Gammon                                        	         1	0.00%
Patrick Georges                                   	         1	0.00%
Clement Genty                                     	         1	0.00%
Andre B. Bondi                                    	         1	0.00%
Tom Hill                                          	         1	0.00%
Nabeel Omer                                       	         1	0.00%
Disna                                             	         1	0.00%
Aeneas Noble                                      	         1	0.00%
Teemu Savolainen                                  	         1	0.00%
Michael Spoerk                                    	         1	0.00%
Xiaojun Tang                                      	         1	0.00%
Gabriel Montenegro                                	         1	0.00%
Ned Freed                                         	         1	0.00%
James Kasten                                      	         1	0.00%
Erica Portnoy                                     	         1	0.00%
Carl Mehner                                       	         1	0.00%
Patrik Wallstrom                                  	         1	0.00%
Hugh Dixon                                        	         1	0.00%
Paul Adair                                        	         1	0.00%
Nigel Tedeschi                                    	         1	0.00%
Patrick Tarpey                                    	         1	0.00%
Simon Hicks                                       	         1	0.00%
Max Pritikin                                      	         1	0.00%
Guangpeng Li                                      	         1	0.00%
Christian Esteve Rothenberg                       	         1	0.00%
Hesham ElBakoury                                  	         1	0.00%
Claudio Allocchio                                 	         1	0.00%
Ram R                                             	         1	0.00%
Nigel Davis                                       	         1	0.00%
Andreas Reisenbauer                               	         1	0.00%
Simão Ferraz de Campos                            	         1	0.00%
Tim Bruylants                                     	         1	0.00%
Ondřej Zajíček                                    	         1	0.00%
Markus Stenberg                                   	         1	0.00%
He Jia                                            	         1	0.00%
Adam Simpson                                      	         1	0.00%
Avinash Lingala                                   	         1	0.00%
Samir Thoria                                      	         1	0.00%
Dante Pacella                                     	         1	0.00%
Kishore Tiruveedhula                              	         1	0.00%
Selvakumar Sivaraj                                	         1	0.00%
Vishal Garg                                       	         1	0.00%
Vikram Nagarajan                                  	         1	0.00%
Roberto Oya Luengo                                	         1	0.00%
Sandy Breeze                                      	         1	0.00%
Eduard Metz                                       	         1	0.00%
Lukas Krattiger                                   	         1	0.00%
Mallik Mudigonda                                  	         1	0.00%
Kiran Nagaraj                                     	         1	0.00%
Bernard Sales                                     	         1	0.00%
Chris Brown                                       	         1	0.00%
Yaakov (J) Stein                                  	         1	0.00%
Dhananjaya Rao                                    	         1	0.00%
Jayant Kotalwar                                   	         1	0.00%
Bart Peirens                                      	         1	0.00%
Shyam Sethuram                                    	         1	0.00%
Xing Jiang                                        	         1	0.00%
Tom Kristensen                                    	         1	0.00%
Senthil Dhanaraj                                  	         1	0.00%
Aetienne Sardon                                   	         1	0.00%
Luke Riley                                        	         1	0.00%
David Newman                                      	         1	0.00%
Carsten Rossenhoevel                              	         1	0.00%
Tim Hare                                          	         1	0.00%
Jason Weil                                        	         1	0.00%
Rolf Winter                                       	         1	0.00%
Stuart Cheshire                                   	         1	0.00%
Stefan Vallin                                     	         1	0.00%
Xi Li                                             	         1	0.00%
Ricard Vilalta                                    	         1	0.00%
Griseri Enrico                                    	         1	0.00%
Satoru Okamoto                                    	         1	0.00%
Phil Sorber                                       	         1	0.00%
Nir Baruch Sopher                                 	         1	0.00%
Julia Hesse                                       	         1	0.00%
Andreas Huelsing                                  	         1	0.00%
Jianfei(Jeffrey) HE                               	         1	0.00%
Michel Abdalla                                    	         1	0.00%
Benjamin Lipp                                     	         1	0.00%
Dan Harkins                                       	         1	0.00%
Guilin WANG                                       	         1	0.00%
Adam Langley                                      	         1	0.00%
Eduardo Jacob                                     	         1	0.00%
Joo-Sang Youn                                     	         1	0.00%
Hirochika Asai                                    	         1	0.00%
Bill Silverajan                                   	         1	0.00%
David Navarro                                     	         1	0.00%
Randy Turner                                      	         1	0.00%
Karen Nielsen                                     	         1	0.00%
Quynh Dang                                        	         1	0.00%
Vesna Manojlović                                  	         1	0.00%
Tsunekazu Saito                                   	         1	0.00%
Dmitry Eremin-Solenikov                           	         1	0.00%
Tomonori Takeda                                   	         1	0.00%
Ehsan Mohammadpour                                	         1	0.00%
Subir Das                                         	         1	0.00%
Franz-Josef Goetz                                 	         1	0.00%
Jean-Yves Le Boudec                               	         1	0.00%
Thomas Haag                                       	         1	0.00%
Marco Liebsch                                     	         1	0.00%
Stefan Schmid                                     	         1	0.00%
Shigeya Suzuki                                    	         1	0.00%
Erik Nordmark                                     	         1	0.00%
Mathias Bynens                                    	         1	0.00%
Bradley Farias                                    	         1	0.00%
Mike Amundsen                                     	         1	0.00%
Wenbo Zhu                                         	         1	0.00%
David Singer                                      	         1	0.00%
Ian Levy                                          	         1	0.00%
Andrew Kennedy                                    	         1	0.00%
Freddie Leeman                                    	         1	0.00%
Jesse Thompson                                    	         1	0.00%
Tim Draegen                                       	         1	0.00%
Masaki Kase                                       	         1	0.00%
Gren Elliot                                       	         1	0.00%
Alwin de Bruin                                    	         1	0.00%
Emil Gustafsson                                   	         1	0.00%
John Kaippallimalil                               	         1	0.00%
Jean-Michel Combes                                	         1	0.00%
Robin Geuze                                       	         1	0.00%
Brian Hartvigsen                                  	         1	0.00%
Frederico Neves                                   	         1	0.00%
Anthony Eden                                      	         1	0.00%
Richard Gibson                                    	         1	0.00%
Linus Nordberg                                    	         1	0.00%
Jacques Latour                                    	         1	0.00%
M. Groeneweg                                      	         1	0.00%
Matthew Pounsett                                  	         1	0.00%
Bob Halley                                        	         1	0.00%
Prashanth Patil                                   	         1	0.00%
Nik Teague                                        	         1	0.00%
Ehud Doron                                        	         1	0.00%
Mike Geller                                       	         1	0.00%
Takahiko Nagata                                   	         1	0.00%
Xingwang Zhou                                     	         1	0.00%
Gilbert Clark                                     	         1	0.00%
Marius Feldmann                                   	         1	0.00%
Michael Smith                                     	         1	0.00%
Christian O'Flaherty                              	         1	0.00%
Mirjam Kuehne                                     	         1	0.00%
Mike English                                      	         1	0.00%
Sandeep Tamrakar                                  	         1	0.00%
Jan-Frederik Rieckers                             	         1	0.00%
Massimiliano Pala                                 	         1	0.00%
Michael Weiss                                     	         1	0.00%
David Lloyd Johnson                               	         1	0.00%
Carlos Rey-Moreno                                 	         1	0.00%
Matthew Johnson                                   	         1	0.00%
A. Doyle                                          	         1	0.00%
Colin Petrie                                      	         1	0.00%
Lilia Hannachi                                    	         1	0.00%
Serpil Bayraktar                                  	         1	0.00%
Manish Bhardwaj                                   	         1	0.00%
Jamal Hadi Salim                                  	         1	0.00%
Emeline                                           	         1	0.00%
Barbara Martini                                   	         1	0.00%
Anurag Prakash                                    	         1	0.00%
Demian Pecile                                     	         1	0.00%
Emely Robert Norris Banda                         	         1	0.00%
Roger Pantos                                      	         1	0.00%
Rufael Mekuria                                    	         1	0.00%
Malay Vadher                                      	         1	0.00%
Ray Hunter                                        	         1	0.00%
Sandra Braman                                     	         1	0.00%
Alex Martínez Ruiz                                	         1	0.00%
Eric Mill                                         	         1	0.00%
Irakli Nadareishvili                              	         1	0.00%
Andre Cedik                                       	         1	0.00%
Lily Chen                                         	         1	0.00%
John Wilander                                     	         1	0.00%
Lisandro Zambenedetti Granville                   	         1	0.00%
Daniel Havey                                      	         1	0.00%
Saverio Mascolo                                   	         1	0.00%
University Essex                                  	         1	0.00%
Ioannis Psaras                                    	         1	0.00%
Christian Timmerer                                	         1	0.00%
George Xylomenos                                  	         1	0.00%
Alberto Compagno                                  	         1	0.00%
Anil Jangam                                       	         1	0.00%
Jong-Hyouk Lee                                    	         1	0.00%
Nicola Blefari-Melazzi                            	         1	0.00%
Xiaoming Fu                                       	         1	0.00%
Deniz Bahadir                                     	         1	0.00%
Jin Zhou                                          	         1	0.00%
Kirill Kasavchenko                                	         1	0.00%
Gang Yan                                          	         1	0.00%
Brendon Holm                                      	         1	0.00%
Ignas Bagdonas                                    	         1	0.00%
Danny R. McPherson                                	         1	0.00%
Philippe BERGEON                                  	         1	0.00%
Massimo Nilo                                      	         1	0.00%
Farni Boten                                       	         1	0.00%
Arleen Elliott                                    	         1	0.00%
John Dickinson                                    	         1	0.00%
Alex Bogdanov                                     	         1	0.00%
Benjamin Damm                                     	         1	0.00%
Michael Breuer                                    	         1	0.00%
Yuefeng Qiu                                       	         1	0.00%
Michael F. Speer                                  	         1	0.00%
Robert Elz                                        	         1	0.00%
Dirk-Willem van Gulik                             	         1	0.00%
Harish Pillay                                     	         1	0.00%
Alejandro Acosta                                  	         1	0.00%
Juan P. Cerezo                                    	         1	0.00%
Daniel Karrenberg                                 	         1	0.00%
Brad Biddle                                       	         1	0.00%
Steve Todd                                        	         1	0.00%
Gene F. Hastings II                               	         1	0.00%
Dave Burstein                                     	         1	0.00%
Dorian R. Kim                                     	         1	0.00%
Wendy Seltzer                                     	         1	0.00%
Stephen Strowes                                   	         1	0.00%
Andrew Gray                                       	         1	0.00%
Antonio Diaz Diaz                                 	         1	0.00%
Mans Nilsson                                      	         1	0.00%
S. Umamaheswari                                   	         1	0.00%
Shawn Steele                                      	         1	0.00%
Manoj Nayak                                       	         1	0.00%
Hitesh Mali                                       	         1	0.00%
Amedeo Sapio                                      	         1	0.00%
Adi Masputra                                      	         1	0.00%
Ernesto Ruffini                                   	         1	0.00%
Richard "Footer" Foote                            	         1	0.00%
Cheng Zhou                                        	         1	0.00%
Lei Bo                                            	         1	0.00%
Alpesh Patel                                      	         1	0.00%
Praveen Sathyanarayan                             	         1	0.00%
Vishwas Manral                                    	         1	0.00%
Haitham Cruickshank                               	         1	0.00%
Xia Chen                                          	         1	0.00%
Jianwei Mao                                       	         1	0.00%
Vishal Singh                                      	         1	0.00%
Reji Thomas                                       	         1	0.00%
Tetsuya Murakami                                  	         1	0.00%
Kalyani Rajaraman                                 	         1	0.00%
XiaoLan Wan                                       	         1	0.00%
Kentaro Ebisawa                                   	         1	0.00%
Kihoon LEE                                        	         1	0.00%
Kris Michielsen                                   	         1	0.00%
Wes Beebee                                        	         1	0.00%
Rob Shakir                                        	         1	0.00%
Guido Marchetto                                   	         1	0.00%
Arjuna Sathiaseelan                               	         1	0.00%
Simon Leinen                                      	         1	0.00%
Sandra Cespedes                                   	         1	0.00%
YongJoon Joe                                      	         1	0.00%
Jerome Haerri                                     	         1	0.00%
Yiwen (Chris) Shen                                	         1	0.00%
Eric Wong                                         	         1	0.00%
Ricardo Signes                                    	         1	0.00%
Eric Ramos                                        	         1	0.00%
Douglas Crockford                                 	         1	0.00%
Daniel C. Burnett                                 	         1	0.00%
Florian Schmaus                                   	         1	0.00%
Nathaniel McCallum                                	         1	0.00%
Scott Cantor                                      	         1	0.00%
Timothy Claeys                                    	         1	0.00%
Karl Norrman                                      	         1	0.00%
Rikard Höglund                                    	         1	0.00%
Sandoche Balakrichenan                            	         1	0.00%
Niclas Comstedt                                   	         1	0.00%
Daniel Lublin                                     	         1	0.00%
Greg Dowd                                         	         1	0.00%
Aanchal Malhotra                                  	         1	0.00%
David Woolley                                     	         1	0.00%
Michael Ströder                                   	         1	0.00%
Prakash Jain                                      	         1	0.00%
Rotem Tamir                                       	         1	0.00%
sbarkai@gmail.com                                 	         1	0.00%
Sergio Aguilar                                    	         1	0.00%
Bart Moons                                        	         1	0.00%
Vincent AUDEBERT                                  	         1	0.00%
Ricardo Andreasen                                 	         1	0.00%
Derek M. Yeung                                    	         1	0.00%
Lei Liu                                           	         1	0.00%
Longfei Dai                                       	         1	0.00%
steve ulrich                                      	         1	0.00%
Vic Liu                                           	         1	0.00%
Yan Filyurin                                      	         1	0.00%
William Britto                                    	         1	0.00%
Cathy Aronson                                     	         1	0.00%
Ronald van der Pol                                	         1	0.00%
Tobias Fiebig                                     	         1	0.00%
Andreas Kassler                                   	         1	0.00%
Maximilian Franke                                 	         1	0.00%
William Zhang                                     	         1	0.00%
Ben Harris                                        	         1	0.00%
Jose Montoya                                      	         1	0.00%
Dr. Robert C. Moore                               	         1	0.00%
Kelvin Ritland                                    	         1	0.00%
Katriel Cohn-Gordon                               	         1	0.00%
Jon Millican                                      	         1	0.00%
Youenn Fablet                                     	         1	0.00%
Nils Ohlmeier                                     	         1	0.00%
Scott M Davis                                     	         1	0.00%
Marc Cymontkowski                                 	         1	0.00%
Mukul Srivastava                                  	         1	0.00%
Paul Thomas Watrobski                             	         1	0.00%
Tim Jenkins                                       	         1	0.00%
Miroslav Kovac                                    	         1	0.00%
Douglas Hubler                                    	         1	0.00%
Curtis Villamizar                                 	         1	0.00%
Wang Wei                                          	         1	0.00%
Zidago Sako                                       	         1	0.00%
Spencer Shepler                                   	         1	0.00%
Bob Natale                                        	         1	0.00%
Abdelkader Lahmadi                                	         1	0.00%
Will (Shucheng) LIU                               	         1	0.00%
Sun Qiong                                         	         1	0.00%
ozgu@simula.no                                    	         1	0.00%
Ali Rezaki                                        	         1	0.00%
Danyang Chen                                      	         1	0.00%
Roberto Riggio                                    	         1	0.00%
Steven Latre                                      	         1	0.00%
Michael Cardell Widerkrantz                       	         1	0.00%
Denis Reilly                                      	         1	0.00%
Cédric Adjih                                      	         1	0.00%
Bhupinder Singh                                   	         1	0.00%
Naveen Agarwal                                    	         1	0.00%
Travis Spencer                                    	         1	0.00%
Karl McGuinness                                   	         1	0.00%
Michael C. Thornburgh                             	         1	0.00%
Kazuki Tsuzuku                                    	         1	0.00%
Garret Fick                                       	         1	0.00%
Robert Hansen                                     	         1	0.00%
g新部 裕                                             	         1	0.00%
Ishan Vaishnavi                                   	         1	0.00%
Manuel Julian Lopez Morillo                       	         1	0.00%
Luis Angel Munoz                                  	         1	0.00%
Dan Li                                            	         1	0.00%
Korian Edeline                                    	         1	0.00%
Moti Morgenstern                                  	         1	0.00%
Marta Seda                                        	         1	0.00%
Venkata Naga Chaitanya Munukutla                  	         1	0.00%
Devendra Vishwakarma                              	         1	0.00%
Stefan Winter                                     	         1	0.00%
Richard Michael Hartmann                          	         1	0.00%
Ashutosh Singh                                    	         1	0.00%
Giles Heron                                       	         1	0.00%
Victoria Pritchard                                	         1	0.00%
Kris Shrishak                                     	         1	0.00%
Matthew Finkel                                    	         1	0.00%
Saranya Rajarathinam                              	         1	0.00%
saeed sami                                        	         1	0.00%
Eli-Shaoul Khedouri                               	         1	0.00%
Angela Sara Cacciapuoti                           	         1	0.00%
tim costello                                      	         1	0.00%
Stephan Emile                                     	         1	0.00%
Renjie Tang                                       	         1	0.00%
Madhan Raj Kanagarathinam                         	         1	0.00%
Sho Miyamoto                                      	         1	0.00%
Patrick Uiterwijk                                 	         1	0.00%
Bill Sulzen                                       	         1	0.00%
Monty Wiseman                                     	         1	0.00%
Justin Dean                                       	         1	0.00%
Antonio de la Oliva                               	         1	0.00%
Francisco Obispo                                  	         1	0.00%
Francisco Arias                                   	         1	0.00%
Jothan Frakes                                     	         1	0.00%
Zaid AlBanna                                      	         1	0.00%
Lisa Winkler                                      	         1	0.00%
Jaroslaw Kowalczyk                                	         1	0.00%
Tom Verhaeg                                       	         1	0.00%
Martin Stiemerling                                	         1	0.00%
Sergio Mena de la Cruz                            	         1	0.00%
Lars-Erik Jonsson                                 	         1	0.00%
Ashesh Mishra                                     	         1	0.00%
Ruixue Wang                                       	         1	0.00%
Juan Alcaide                                      	         1	0.00%
Peng Wu                                           	         1	0.00%
Shyam Bandyopadhyay                               	         1	0.00%
Prodosh Mohapatra                                 	         1	0.00%
Mark Wahl                                         	         1	0.00%
Pamela Dingle                                     	         1	0.00%
John Gray                                         	         1	0.00%
Sashank Dara                                      	         1	0.00%
Akshaya Nadahalli                                 	         1	0.00%
Bobo Bose-Kolanu                                  	         1	0.00%
David R. Conrad                                   	         1	0.00%
Rifqy Hakimi                                      	         1	0.00%
Amreesh Phokeer                                   	         1	0.00%
Chriztoffer Hansen                                	         1	0.00%
Mikhail Puzanov                                   	         1	0.00%
Taiji Kimura                                      	         1	0.00%
Thomas King                                       	         1	0.00%
Doug Madory                                       	         1	0.00%
Filippos Vasilakis                                	         1	0.00%
Daniel-Constantin Mierla                          	         1	0.00%
Sean Mullan                                       	         1	0.00%
Corey Bonnell                                     	         1	0.00%
Hans Aschauer                                     	         1	0.00%
Arthi Ayyangar                                    	         1	0.00%
Prem Jonnalagadda                                 	         1	0.00%
Hiroki Shirokura                                  	         1	0.00%
Kotesh Babu Chundu                                	         1	0.00%
Kurtis Gillis                                     	         1	0.00%
Thierry Couture                                   	         1	0.00%
Iftekhar Hussain                                  	         1	0.00%
Chenhao Ma                                        	         1	0.00%
Feng Xu                                           	         1	0.00%
Bhupendra Yadav                                   	         1	0.00%
David Hancock                                     	         1	0.00%
hala.mowafy@ericsson.com                          	         1	0.00%
Ryan Paderna                                      	         1	0.00%
Michael McCool                                    	         1	0.00%
Dr. Vern Paxson                                   	         1	0.00%
Ethan Blanton                                     	         1	0.00%
Sandor Laki                                       	         1	0.00%
Yi Lin                                            	         1	0.00%
Chun Zhu                                          	         1	0.00%
Jean-Francois Bouquier                            	         1	0.00%
Abhishek Deshmukh                                 	         1	0.00%
Paolo Volpato                                     	         1	0.00%
Carl Moberg                                       	         1	0.00%
Yuichi Takita                                     	         1	0.00%
Jingfei Lv                                        	         1	0.00%
Imran Ahmed                                       	         1	0.00%
czepczor jaroslaw                                 	         1	0.00%
Richard voyles                                    	         1	0.00%
Kyle Nekritz                                      	         1	0.00%
Jack E. Lloyd                                     	         1	0.00%
Dan McArdle                                       	         1	0.00%
David Woodhouse                                   	         1	0.00%
Raymond Young                                     	         1	0.00%
Philip Hall                                       	         1	0.00%
Silvia Botros                                     	         1	0.00%
S. Kippe                                          	         1	0.00%
Rohan Mahy                                        	         1	0.00%
Raffaele Zullo                                    	         1	0.00%
John Leslie                                       	         1	0.00%
Jeff Finkelstein                                  	         1	0.00%
Ram Ranganathan                                   	         1	0.00%
Asad Sajjad Ahmed                                 	         1	0.00%
Andreas Petlund                                   	         1	0.00%
Joakim Misund                                     	         1	0.00%
Vividh Siddha                                     	         1	0.00%
Karthik Sundaresan                                	         1	0.00%
Eve Maler                                         	         1	0.00%
Partha Pal                                        	         1	0.00%
Simon Moffatt                                     	         1	0.00%
